Project_ID,Name Projekt,projekt_Beginn,Plan Bau fertig,Fertig_IST,Kosten Plan,Ist_Kosten,Project_team
YA-211642,Ubahn // Trubinstr.,2019-08-28,2019-10-28,2020-04-04,1135168.13,1146323.89,Team 1
XA-878159,Landschaftsbau // Heike-Bruder-Weg,2016-07-29,2016-08-06,2016-08-10,102483.47,133568.19,Team 2
PN-905724,Stadtpark // Davidsweg,2019-01-08,2019-02-05,2019-02-07,180917.31,190719.26,Team 4
ZW-314324,Straßenbau // Flantzweg,2020-09-19,2021-01-26,2021-04-09,162062.41,250823.07,Team 4
CP-278016,Baumbestand // Gehringerplatz,2013-02-15,2013-02-27,2013-02-27,90700.0,109799.72,Team 1
GG-019162,Landschaftsbau // Nelli-Roht-Straße,2013-07-28,2013-08-15,2013-08-15,60034.8,78897.88,Team 4
IH-339144,Elektroarbeiten // Patricia-Wohlgemut-Allee,2019-10-06,2019-11-03,2019-11-03,127963.54,137505.86,Team 4
KQ-433293,Elektroarbeiten // Eberthring,2013-07-13,2013-08-09,2013-08-01,137171.72,145428.27,Team 1
CC-031204,Stadtpark // Rosemannring,2021-01-05,2021-03-01,2021-03-01,262994.61,401418.68,Team 2
GO-214010,Stadtpark // Schulzgasse,2016-01-10,2016-03-27,2016-05-11,135320.88,163742.96,Team 1
WZ-568957,Baumbestand // Magret-Schinke-Straße,2017-12-23,2018-01-06,2018-01-06,52064.48,51184.4,Team 4
JR-815364,Baumbestand // Weinholdring,2016-06-15,2016-06-27,2016-06-27,64084.75,82463.75,Team 4
VV-003810,Ubahn // Mariola-Trubin-Platz,2021-06-26,2021-07-15,2021-09-05,411410.92,486031.02,Team 1
XY-787295,Stadtpark // Jähnallee,2016-10-15,2016-11-27,2016-11-25,146902.68,164102.2,Team 4
EC-718839,Ubahn // Luzia-Weinhage-Gasse,2022-01-23,2022-03-29,2022-05-09,123987.99,142208.74,Team 3
NM-324458,Landschaftsbau // Etzlerring,2013-02-14,2013-03-06,2013-03-10,-1706.76,-2152.88,Team 2
GP-917008,Elektroarbeiten // Carl-Heinz-Scholz-Gasse,2013-09-08,2013-11-08,2013-11-10,42480.36,40906.78,Team 4
JW-645271,Landschaftsbau // Paul-Tröst-Gasse,2021-07-20,2021-08-15,2021-08-17,141897.72,185801.0,Team 2
VE-356952,Landschaftsbau // Samira-Trupp-Straße,2013-08-27,,2013-09-17,-31296.91,-36533.15,Team 2
NG-005840,Stadtpark // Kaulgasse,2018-09-12,2018-09-15,2018-09-12,98942.58,106455.0,Team 4
TH-653392,Baumbestand // Blochallee,2020-10-17,2020-10-22,2020-10-22,24696.4,26497.9,Team 4
EO-770915,Straßenbau // Elif-Hermighausen-Platz,2014-01-13,2014-04-03,2014-04-04,318726.68,455705.79,Team 2
GU-502004,Landschaftsbau // Sarah-Fliegner-Straße,2014-01-04,2014-01-18,2014-01-20,66132.79,87194.88,Team 3
IO-982550,Landschaftsbau // Katharina-Holzapfel-Gasse,2014-08-07,2014-09-19,2014-09-20,50246.06,77221.56,Team 3
DJ-634068,Stadtpark // Ildiko-Reinhardt-Straße,2020-10-25,2020-12-09,2020-11-24,221943.09,280473.94,Team 3
AV-578287,Stadtpark // Segebahngasse,2018-02-11,2018-04-06,2018-04-06,104941.37,157017.68,Team 2
BK-446832,Elektroarbeiten // Andersplatz,2016-12-31,2017-02-14,2017-02-17,131402.98,140797.6,Team 3
NB-330369,Baumbestand // Rudolphring,2018-01-31,2018-02-27,2018-02-28,65630.27,65052.27,Team 3
QW-260643,Straßenbau // Stahrstraße,2018-08-30,2018-12-04,2018-12-10,213766.73,241585.45,Team 1
GE-713212,Straßenbau // Ismail-Mosemann-Allee,2020-12-02,2020-12-14,2021-02-23,140762.07,206471.15,Team 4
VB-997519,Baumbestand // Isabella-Caspar-Allee,2021-09-04,2021-09-04,2021-09-04,47069.77,49991.91,Team 4
AJ-196469,Landschaftsbau // Schulzweg,2019-06-19,2019-07-19,2019-07-21,128273.81,148629.18,Team 2
KL-416163,Straßenbau // Geraldine-Stroh-Platz,2016-11-30,2017-03-02,2017-03-05,263952.73,319356.0,Team 1
LG-258769,Landschaftsbau // Hans-Günther-Niemeier-Gasse,2015-07-10,2015-07-19,2015-07-23,10442.35,10243.06,Team 2
UP-375492,Landschaftsbau // Sauerring,2020-02-16,2020-03-31,2020-03-30,168521.25,210381.85,Team 1
XJ-776987,Baumbestand // Ludwig-Gnatz-Platz,2018-06-20,2018-07-10,2018-07-13,76737.01,95869.78,Team 1
JH-793187,Landschaftsbau // Weinhageweg,2020-03-16,2020-04-12,2020-04-12,55701.91,78733.28,Team 4
YK-907358,Baumbestand // Kruschwitzallee,2016-08-20,2016-08-28,2016-08-29,34787.48,39998.4,Team 1
US-460385,Baumbestand // Albina-Bolnbach-Allee,2015-05-27,2015-06-12,2015-06-12,93352.46,107190.47,Team 4
SA-277542,Stadtpark // Andreas-Scholz-Platz,2015-07-07,2015-08-07,2015-08-04,103564.54,118669.92,Team 4
BM-753978,Landschaftsbau // Kay-Uwe-Kensy-Platz,2019-02-08,2019-03-16,2019-03-17,119754.52,154780.15,Team 3
RE-903915,Stadtpark // Horst-Günter-Sauer-Ring,2015-09-03,2015-11-22,2015-11-20,132778.86,158185.35,Team 4
JV-603577,Ubahn // Katalin-Krein-Allee,2021-07-26,2021-08-25,2022-01-05,389433.6,452917.44,Team 1
WP-447350,Straßenbau // Lindnergasse,2018-09-08,2018-12-03,2018-12-05,-72522.65,-80228.72,Team 1
AT-208449,Landschaftsbau // Höfigstraße,2021-06-24,2021-07-06,2021-07-07,115588.82,189694.88,Team 4
HA-785921,Stadtpark // Leonardo-Schinke-Ring,2016-11-03,2016-11-12,2016-11-04,210157.77,299821.02,Team 3
HQ-291517,Baumbestand // Selim-Kostolzin-Platz,2019-12-06,2019-12-26,2019-12-27,69923.13,70535.75,Team 1
RK-315836,Elektroarbeiten // Imke-Birnbaum-Weg,2015-05-22,2015-07-28,2015-07-21,132249.79,139069.93,Team 1
DS-045033,Landschaftsbau // Kazim-auch Schlauchin-Gasse,2016-03-05,2016-03-19,2016-03-18,74406.56,69628.82,Team 1
YQ-703636,Stadtpark // Andrei-Schüler-Ring,2020-09-07,2020-10-18,2020-10-18,182552.41,205709.43,Team 4
WA-383492,Elektroarbeiten // Steygasse,2018-08-03,2018-08-26,2018-08-27,45452.94,87730.37,Team 2
BR-669880,Landschaftsbau // Klotzstraße,2016-04-01,2016-04-28,2016-05-01,114458.14,154997.7,Team 4
TJ-130175,Baumbestand // Heydrichstraße,2018-03-11,2018-04-06,2018-04-07,40057.44,45500.18,Team 2
NU-326491,Elektroarbeiten // Dietzplatz,2015-05-15,2015-06-02,2015-05-30,64882.48,81006.49,Team 1
YU-659187,Elektroarbeiten // Geiselstr.,2018-01-02,2018-03-17,2018-03-16,112690.51,165565.5,Team 2
DV-259030,Spielplatz // Mariusz-Ullmann-Gasse,2022-01-27,2022-03-01,2022-02-28,152614.98,146649.32,Team 1
TW-571948,Landschaftsbau // Irmtraut-Jacobi Jäckel-Ring,2016-12-29,2017-01-08,2017-01-11,69064.09,81504.09,Team 3
NH-036237,Stadtpark // Reinhardtring,2020-10-22,2020-11-27,2021-01-21,238894.31,263650.66,Team 1
JG-981611,Stadtpark // Meisterstr.,2017-11-30,2018-02-12,2018-04-06,227622.99,279738.42,Team 1
VZ-725573,Baumbestand // Ernst-August-Dippel-Platz,2016-06-24,2016-07-11,2016-07-11,51826.78,57897.89,Team 4
HL-425004,Spielplatz // Cristina-Sontag-Platz,2019-06-13,2019-07-02,2019-07-05,51997.67,60853.42,Team 2
KH-682327,Stadtpark // Leszek-Oderwald-Gasse,2017-03-10,2017-05-15,2017-06-21,245990.5,316797.51,Team 1
EE-824606,Landschaftsbau // Urte-Hahn-Straße,2021-08-26,2021-09-14,2021-09-17,17318.17,18664.46,Team 1
VJ-680907,Landschaftsbau // Beckerplatz,2014-01-08,2014-02-13,2014-03-27,125021.32,165592.43,Team 2
LM-365666,Straßenbau // Dana-Reising-Gasse,2019-12-10,2020-02-20,2020-02-19,216569.63,229899.65,Team 3
LD-979309,Landschaftsbau // Schmiedeckestraße,2018-09-10,2018-10-07,2018-10-09,104175.85,107757.11,Team 1
NI-041742,Baumbestand // Cichoriusstraße,2019-10-18,2019-10-25,2019-10-23,73073.21,87459.14,Team 3
GM-995696,Stadtpark // Peggy-Zimmer-Ring,2019-07-11,2019-07-23,2019-09-09,76820.27,80590.08,Team 1
UD-375480,Landschaftsbau // Athanasios-Scheel-Allee,2021-05-22,2021-05-30,2021-05-31,145117.45,156313.74,Team 1
UX-635447,Stadtpark // Karl-Friedrich-Pohl-Ring,2015-10-19,2016-01-07,2016-01-08,75542.67,82973.62,Team 4
XE-293829,Straßenbau // Agnes-Metz-Platz,2018-08-08,2018-08-26,2018-08-30,216344.73,278419.28,Team 1
GE-960117,Elektroarbeiten // Friedrich-Budig-Weg,2017-08-25,2017-10-24,2017-10-24,57073.3,57674.39,Team 4
DV-271692,Stadtpark // Lachmannstr.,2014-08-07,2014-11-11,2015-01-03,233990.15,235024.02,Team 1
NU-926573,Elektroarbeiten // van der Dussenstr.,2019-09-12,2019-10-10,2019-11-03,61590.81,103030.36,Team 3
GV-739184,Elektroarbeiten // Hamannring,2019-09-28,2019-11-26,2019-11-25,151790.35,168479.24,Team 4
LI-901122,Ubahn // Jakob-Wilms-Gasse,2020-11-07,2021-03-18,2021-06-07,301985.12,359284.01,Team 1
OQ-910888,Baumbestand // Girschnerring,2019-10-31,2019-11-21,2019-11-27,53278.99,78920.4,Team 2
QH-775563,Stadtpark // Ljiljana-Freudenberger-Platz,2020-11-26,2021-01-15,2020-12-30,17851.25,21655.03,Team 3
ZX-843457,Elektroarbeiten // Ehlertgasse,2018-06-18,2018-07-31,2018-08-26,177873.92,254102.18,Team 3
EJ-110861,Elektroarbeiten // Hartunggasse,2016-07-10,2016-10-07,2016-10-10,151075.29,161058.61,Team 4
ET-467412,Landschaftsbau // Heintzeplatz,2020-01-10,2020-01-21,2020-01-20,50802.81,57591.13,Team 1
JP-606945,Elektroarbeiten // Karin-Schuster-Gasse,2018-06-03,2018-08-27,2018-08-25,109947.12,123494.86,Team 1
AL-505932,Ubahn // Junckenring,2016-08-13,2017-03-27,2017-10-19,688938.32,969561.51,Team 1
XN-090250,Ubahn // Anna-Luise-Löwer-Platz,2020-09-23,2021-04-11,2021-04-09,804701.09,1112638.44,Team 2
LF-251952,Ubahn // Schmidtkeweg,2020-05-05,2020-12-22,2021-05-04,801833.26,1048127.88,Team 1
EC-026837,Stadtpark // Mitschkeplatz,2021-09-12,2021-10-22,2021-10-12,90101.37,82959.23,Team 3
BW-012328,Stadtpark // Heuserplatz,2014-11-28,2014-12-20,2015-01-19,170201.51,259644.73,Team 2
HW-235275,Straßenbau // Ralf-Peter-Birnbaum-Ring,2019-07-09,2019-09-07,2019-09-09,131127.45,136177.19,Team 3
YZ-194525,Straßenbau // Karl-Peter-Säuberlich-Ring,2020-04-16,2020-07-08,2020-07-11,329444.41,427335.0,Team 2
YH-720803,Baumbestand // Gutknechtplatz,2021-11-11,2021-11-23,2021-11-26,37105.3,44314.77,Team 1
YR-706751,Elektroarbeiten // Ladeckstraße,2016-11-25,2017-02-04,2017-02-03,96912.63,116410.58,Team 1
IO-136755,Baumbestand // Seipweg,2020-10-06,2020-10-16,2020-10-18,45492.3,68028.44,Team 2
YY-500593,Straßenbau // Giovanna-Rose-Ring,2018-08-02,2018-12-03,2018-12-06,210999.37,211152.84,Team 3
KW-575166,Stadtpark // Hellwigallee,2017-11-16,2017-11-23,2017-11-22,153415.52,153850.74,Team 4
KV-427570,Landschaftsbau // Evelyn-Söding-Straße,2021-07-01,2021-07-18,2021-07-15,83201.03,88285.31,Team 1
QS-101469,Baumbestand // Tlustekallee,2020-08-13,2020-09-01,2020-09-03,37627.14,39538.63,Team 1
JB-108908,Baumbestand // Kruschwitzallee,2018-02-09,2018-02-19,2018-02-17,39256.97,41922.06,Team 4
PF-862959,Ubahn // Steckelgasse,2018-03-24,2018-11-21,2019-02-20,782431.99,877686.03,Team 1
CG-996651,Stadtpark // Buttegasse,2015-11-13,2016-01-30,2016-03-14,54280.28,61625.15,Team 1
LX-316389,Spielplatz // Lindnerstr.,2014-01-22,2014-02-13,2014-02-18,128094.93,124998.54,Team 4
TD-063354,Baumbestand // Tschentscherstr.,2018-12-08,2018-12-28,2019-01-01,83048.35,89029.01,Team 3
MA-253601,Stadtpark // Heinz-Jürgen-Kostolzin-Gasse,2021-12-04,2022-01-25,2022-01-03,257731.21,332665.81,Team 3
YR-713091,Spielplatz // Roseweg,2021-07-18,2021-09-10,2021-09-24,129022.2,134683.64,Team 2
GC-999180,Elektroarbeiten // Gitta-Dowerg-Allee,2018-03-29,2018-06-10,2018-06-10,79979.74,110366.61,Team 2
GD-686928,Baumbestand // Mosemannring,2021-12-02,2021-12-16,2021-12-17,62793.79,65471.41,Team 4
SW-937395,Stadtpark // Jüttnerstr.,2020-12-26,2021-03-07,2021-03-09,115583.92,172018.21,Team 2
BL-988861,Spielplatz // Anatol-Weiß-Straße,2019-10-08,2019-12-21,2019-12-22,89053.79,95915.99,Team 4
PG-804788,Landschaftsbau // Kranzallee,2021-10-31,2021-11-22,2021-11-27,99663.57,136292.79,Team 4
UI-982134,Elektroarbeiten // Sibilla-Winkler-Allee,2013-04-04,2013-04-21,2013-05-07,56378.02,71287.95,Team 3
TM-295175,Baumbestand // Killerstr.,2020-02-09,2020-02-22,2020-02-28,5597.61,6317.55,Team 3
VB-587654,Straßenbau // Margrafring,2022-01-27,2022-04-08,2022-06-01,425105.52,632477.24,Team 4
LT-132470,Landschaftsbau // Heide-Marie-Plath-Platz,2014-01-11,2014-01-20,2014-01-24,73398.45,105722.34,Team 4
ML-000360,Elektroarbeiten // Felicitas-Junitz-Platz,2016-10-13,2016-12-15,2016-12-17,67183.14,82517.51,Team 4
LX-910629,Landschaftsbau // Drubinallee,2021-04-22,2021-05-20,2021-05-22,92872.61,134401.94,Team 4
BZ-802443,Elektroarbeiten // Heinstraße,2018-11-29,2019-02-13,2019-03-31,110887.5,142426.22,Team 3
NB-329091,Straßenbau // Sagerring,2016-07-13,2016-09-05,2016-09-06,455698.21,479560.12,Team 3
XI-609653,Baumbestand // Ullrichstraße,2019-04-29,2019-05-15,2019-05-17,54079.48,84624.05,Team 2
ER-912280,Ubahn // Scheibestraße,2018-01-06,2018-09-26,2018-08-21,394579.22,625901.71,Team 4
BY-129666,Spielplatz // Lorchring,2018-09-18,2018-10-22,2018-10-19,148391.71,160144.02,Team 1
DE-337914,Baumbestand // Jolanta-Ladeck-Platz,2021-11-02,2021-11-09,2021-11-13,64469.64,79691.84,Team 3
YW-977345,Straßenbau // Milena-Gnatz-Straße,2015-12-03,2016-01-23,2016-02-29,255839.58,358522.69,Team 2
IS-982230,Landschaftsbau // Eberhardt-Vogt-Weg,2013-04-15,2013-05-11,2013-05-14,109086.64,146167.95,Team 2
ZF-622490,Landschaftsbau // Freudenbergerstr.,2015-10-13,2015-11-13,2015-11-17,65561.44,90753.71,Team 4
KM-743270,Landschaftsbau // Hentschelgasse,2015-05-20,2015-05-20,2015-05-20,61717.02,69451.95,Team 2
VO-717504,Elektroarbeiten // Wiekstraße,2015-04-09,2015-06-03,2015-06-04,29495.44,41193.92,Team 2
XU-863748,Spielplatz // Jessica-Hande-Platz,2017-11-24,2017-12-21,2018-01-30,187396.39,191063.28,Team 2
IA-809834,Elektroarbeiten // Katja-Hentschel-Allee,2022-01-28,2022-04-07,2022-04-08,124770.5,127586.51,Team 4
PT-009075,Stadtpark // Steckelstraße,2013-07-13,2013-08-31,2013-11-01,193518.73,197608.8,Team 1
HL-101720,Baumbestand // Swen-Rosemann-Gasse,2020-09-27,2020-10-06,2020-10-08,37349.47,49010.11,Team 3
ZP-525656,Landschaftsbau // Eleni-Förster-Ring,2014-02-26,2014-04-07,2014-04-10,126141.32,141436.43,Team 1
NQ-308565,Elektroarbeiten // Ralph-Wende-Ring,2016-12-25,2017-02-07,2017-02-08,91548.7,106911.2,Team 4
IT-761001,Baumbestand // Louis-Werner-Platz,2018-06-22,2018-06-30,2018-07-03,56362.98,71321.66,Team 2
VQ-894262,Straßenbau // Sabine-Sontag-Gasse,2018-09-22,2018-11-17,2018-11-18,104305.45,120078.32,Team 1
OF-275774,Landschaftsbau // Geißlerallee,2020-07-13,2020-08-22,2020-08-23,137416.37,176992.31,Team 4
LD-453684,Stadtpark // Malgorzata-Roht-Allee,2020-08-30,2020-10-12,2020-10-12,113552.35,126787.74,Team 4
BZ-888947,Elektroarbeiten // Judith-Bolander-Allee,2021-05-06,2021-06-22,2021-06-23,105182.18,123552.86,Team 4
ZJ-915867,Spielplatz // Wendestraße,2019-01-31,2019-03-14,2019-04-13,114159.08,140153.83,Team 2
IC-267189,Straßenbau // Gitte-Bauer-Weg,2021-08-30,2021-09-28,2021-12-01,336303.12,468821.2,Team 4
SO-903824,Stadtpark // Adelheid-Tröst-Weg,2019-11-19,2019-12-21,2019-12-20,105610.0,111156.34,Team 4
TV-249830,Baumbestand // Gundula-Christoph-Platz,2016-06-23,2016-06-30,2016-07-05,43624.16,48777.82,Team 3
KA-206687,Stadtpark // Antonietta-Thanel-Ring,2015-11-14,2015-12-25,2016-01-27,44898.88,76764.41,Team 2
ED-668324,Baumbestand // Hillerstr.,2015-11-21,2015-12-13,2015-12-16,7877.77,8297.44,Team 1
ZQ-944494,Straßenbau // Boucseingasse,2021-12-21,2022-04-17,2022-04-18,81238.04,91270.8,Team 1
UP-338152,Baumbestand // Bolnbachplatz,2013-12-03,2013-12-18,2013-12-18,103133.07,110212.17,Team 4
NC-458968,Elektroarbeiten // Krebsring,2013-04-11,2013-05-19,2013-05-20,128467.54,222103.72,Team 2
CI-046645,Baumbestand // Zorbachstraße,2014-12-26,2015-01-02,2015-01-03,57910.02,66312.42,Team 1
BH-137487,Landschaftsbau // Junkenring,2018-07-25,2018-08-31,2018-09-07,125017.2,171319.04,Team 3
PI-224295,Landschaftsbau // Reinhilde-Löchel-Gasse,2021-11-22,2021-12-10,2021-12-15,57319.24,76584.27,Team 3
JQ-706933,Elektroarbeiten // Budigstraße,2015-05-13,2015-05-27,2015-05-27,264465.22,353683.86,Team 2
PU-960425,Stadtpark // van der Dussenstr.,2021-03-13,2021-05-08,2021-05-08,222844.83,235749.62,Team 4
II-678346,Baumbestand // Kramerring,2014-05-27,2014-06-06,2014-06-10,23022.57,29007.74,Team 2
WT-133918,Elektroarbeiten // Heydrichallee,2020-03-16,2020-04-24,2020-04-20,123425.5,136736.51,Team 1
GR-293128,Ubahn // Löfflergasse,2013-12-01,2013-12-18,2013-12-22,687368.94,1046696.71,Team 4
BG-085743,Ubahn // Steystr.,2021-12-04,2022-02-22,2022-03-24,196248.44,249770.69,Team 2
HG-704937,Elektroarbeiten // Ariane-Steckel-Platz,2017-06-17,2017-09-06,2017-09-08,36936.77,46743.08,Team 2
CV-900343,Elektroarbeiten // Bertram-Geisler-Straße,2020-07-30,2020-10-23,2020-10-19,77309.27,73943.06,Team 1
ZF-176260,Stadtpark // Thanelplatz,2020-04-05,2020-05-02,2020-04-13,311852.53,416123.45,Team 3
LW-174190,Spielplatz // Wigbert-Heß-Straße,2015-10-19,2015-11-06,2015-11-05,63875.28,70762.23,Team 1
IX-153926,Spielplatz // Romana-Dörr-Ring,2021-03-28,2021-05-10,2021-05-06,44843.94,42219.7,Team 1
FC-814120,Stadtpark // Adelgunde-Zahn-Gasse,2015-04-06,2015-06-29,2015-08-06,148988.3,182827.98,Team 1
LC-766898,Landschaftsbau // Cilly-Ruppersberger-Platz,2016-07-20,2016-08-13,2016-08-17,109516.68,112034.7,Team 1
HI-830368,Stadtpark // Dietzallee,2014-06-30,2014-08-16,2014-08-14,209519.55,218724.16,Team 4
DR-577979,Elektroarbeiten // Oestrovskystraße,2021-08-06,2021-09-16,2021-09-18,148318.54,167014.62,Team 4
UA-396065,Stadtpark // Truballee,2020-01-05,2020-02-23,2020-02-13,94066.98,105281.53,Team 3
AA-482845,Straßenbau // Scheuermannstr.,2016-03-07,2016-08-01,2016-08-03,47080.23,65378.91,Team 1
ST-092126,Ubahn // Kitzmannstr.,2013-03-12,2013-07-07,2013-07-06,271849.59,304503.18,Team 2
SG-907996,Baumbestand // Wesackstr.,2018-02-19,2018-03-06,2018-03-07,71671.38,67988.81,Team 4
IM-301564,Ubahn // Scheuermannplatz,2020-12-12,2020-12-17,2021-01-19,101364.16,154904.19,Team 2
GX-545266,Ubahn // Hänelplatz,2014-01-13,2014-02-15,2014-04-10,523645.65,528907.32,Team 3
RI-657341,Stadtpark // Neureutherallee,2019-06-29,2019-08-04,2019-07-30,125403.85,145808.37,Team 3
NQ-950492,Baumbestand // Knut-Bohnbach-Gasse,2018-05-31,2018-06-20,2018-06-21,55001.13,64498.81,Team 1
LE-575993,Landschaftsbau // Gülten-Reichmann-Allee,2013-09-06,2013-10-16,2013-10-18,48318.77,61142.59,Team 2
KG-439379,Baumbestand // Liesa-Krein-Gasse,2020-10-05,2020-10-10,2020-10-14,25162.34,27056.24,Team 3
JB-492890,Baumbestand // Helen-Jockel-Straße,2016-10-29,2016-11-15,2016-11-16,33856.99,50754.21,Team 2
ES-543774,Elektroarbeiten // Rohlederweg,2017-09-15,2017-10-27,2017-11-15,129119.35,181046.21,Team 3
UM-395938,Baumbestand // Marie-Luise-Mangold-Straße,2019-02-28,2019-03-11,2019-03-13,52019.44,57224.84,Team 4
KO-878642,Baumbestand // Salvatore-Löwer-Ring,2019-04-10,2019-04-24,2019-04-24,43763.75,45847.28,Team 1
JD-626020,Stadtpark // Tomasz-Heser-Platz,2013-07-11,2013-09-21,2013-09-20,109129.55,130487.07,Team 4
MY-491583,Spielplatz // Andre-Bolander-Allee,2013-06-11,2013-07-06,2013-07-08,118147.65,187465.09,Team 3
GO-769580,Ubahn // Ricardo-Müller-Gasse,2015-12-19,2016-07-09,2016-07-09,393698.0,453436.82,Team 2
LX-226713,Spielplatz // Bolnbachgasse,2017-01-02,2017-02-08,2017-02-09,177595.28,213334.31,Team 3
MC-671329,Stadtpark // Gisela-Seifert-Weg,2014-12-06,2015-01-12,2014-12-27,152952.81,221256.81,Team 3
UZ-621965,Elektroarbeiten // Wendeallee,2021-09-10,2021-12-10,2021-12-07,103297.82,105255.2,Team 1
XO-655036,Ubahn // Mälzerstraße,2019-04-07,2019-12-06,2020-04-15,761932.66,644423.37,Team 1
PJ-071555,Stadtpark // Janos-Schacht-Platz,2015-02-23,2015-03-14,2015-03-18,55835.45,64027.28,Team 3
GT-489659,Ubahn // Amanda-Lübs-Platz,2017-08-19,2018-01-03,2018-03-31,1084374.92,1068222.94,Team 1
YS-823022,Baumbestand // Ekaterina-Pohl-Platz,2016-10-09,2016-10-13,2016-10-19,-6719.18,-6915.25,Team 2
YE-526990,Elektroarbeiten // Horst-Günter-Hermighausen-Straße,2020-04-28,2020-06-04,2020-05-27,114635.78,108120.72,Team 1
UY-248874,Stadtpark // Rebekka-Vollbrecht-Allee,2015-04-09,2015-05-03,2015-05-02,192611.4,305498.61,Team 2
UD-520511,Baumbestand // Hethurring,2022-02-03,2022-02-12,2022-02-11,76438.87,82610.73,Team 4
CM-754018,Landschaftsbau // Viviane-Trapp-Gasse,2020-06-18,2020-06-24,2020-06-25,95317.02,103316.42,Team 1
SN-667447,Ubahn // Eberhardt-Rosenow-Straße,2018-11-26,2019-02-24,2019-05-10,792823.39,1067386.97,Team 1
CY-402022,Elektroarbeiten // Bährstr.,2021-04-20,2021-07-16,2021-07-18,71758.42,114330.6,Team 2
NW-112831,Elektroarbeiten // Bauerplatz,2021-12-11,2022-02-11,2022-03-23,110428.57,119470.43,Team 3
PY-545964,Landschaftsbau // Mitschkering,2013-10-19,2013-11-03,2013-11-01,139711.51,168567.58,Team 1
LG-226462,Ubahn // Fabian-Speer-Gasse,2018-03-28,2018-07-30,2018-10-10,967538.32,1252938.34,Team 1
VQ-553225,Stadtpark // Istvan-Siering-Ring,2014-07-25,2014-09-19,2014-09-18,271584.99,316023.26,Team 4
DC-625823,Stadtpark // Bohnbachstraße,2017-12-22,2018-01-03,2018-01-03,225457.7,264778.31,Team 4
HN-679260,Landschaftsbau // Ehlertgasse,2013-06-21,2013-06-29,2013-06-30,84473.06,93011.85,Team 1
LA-439860,Landschaftsbau // Elma-Bohlander-Allee,2020-08-29,2020-09-29,2020-10-04,87425.45,100937.13,Team 3
RM-389973,Baumbestand // Fredo-Junk-Allee,2020-09-18,2020-09-22,2020-09-23,-7653.25,-8377.97,Team 4
LJ-552173,Landschaftsbau // Rosa-Maria-Conradi-Gasse,2014-03-05,2014-03-27,2014-03-24,96261.89,127511.19,Team 4
BM-153575,Elektroarbeiten // Jasmin-Bauer-Allee,2020-04-11,2020-06-08,2020-06-07,84418.36,133843.66,Team 2
IT-320193,Ubahn // Rita-Bohlander-Platz,2019-07-18,2020-01-25,2020-04-14,726401.77,732614.42,Team 3
SG-288503,Landschaftsbau // Hesseallee,2018-11-02,2018-11-07,2018-11-09,7155.34,7734.04,Team 2
OH-383305,Stadtpark // Margarethe-Trupp-Platz,2016-02-29,2016-04-17,2016-03-25,-11871.6,-14297.85,Team 3
ZP-724486,Baumbestand // Roskothplatz,2017-04-25,2017-05-04,2017-05-04,34880.9,32279.55,Team 4
HR-008398,Baumbestand // Carstenweg,2014-02-28,2014-03-11,2014-03-11,65136.81,83301.89,Team 4
MP-250679,Ubahn // Fechnerstraße,2020-10-05,2021-01-16,2020-12-26,624253.52,841211.78,Team 4
JF-911482,Landschaftsbau // Stollstr.,2016-10-02,2016-10-22,2016-10-22,86415.42,95640.47,Team 1
GR-703862,Landschaftsbau // Etta-Söding-Gasse,2020-06-10,2020-07-05,2020-07-04,127329.13,140781.19,Team 1
IN-976900,Straßenbau // Mülichenweg,2014-12-31,2015-03-07,2015-03-08,184354.19,182205.86,Team 3
KO-410870,Landschaftsbau // Mohauptgasse,2018-09-01,2018-10-10,2018-10-14,22726.18,38191.55,Team 4
MV-715191,Stadtpark // Bauerplatz,2018-05-24,2018-08-08,2018-07-22,247.95,275.64,Team 3
SL-316781,Elektroarbeiten // Mansstraße,2016-10-18,2016-12-07,2016-11-29,171880.15,180679.55,Team 1
SJ-213846,Straßenbau // Xaver-Karge-Ring,2014-01-31,2014-03-09,2014-03-12,191401.92,225348.28,Team 1
YE-525933,Stadtpark // Ingeborg-Junk-Ring,2017-01-19,2017-04-16,2017-06-30,209804.96,210943.27,Team 1
GA-311885,Straßenbau // Waltergasse,2020-12-15,2021-02-01,2021-01-31,157445.38,177165.84,Team 3
DE-772325,Baumbestand // Hilma-Dobes-Ring,2017-11-20,2017-11-30,2017-12-03,50561.24,49876.76,Team 4
