Projekt_ID,Projektname,Projekt_Beginn,Plan_Bau_fertig,Ist_Bau_fertig,Plan_Kosten,Ist_Kosten,Project_team
P-74411,Landschaftsbau // Gießgasse,2019-04-25,2019-05-20,2019-05-21,18380.38,19282.32,Team 1
P-54064,Elektroarbeiten // Nikolaus-Stiebitz-Allee,2014-02-18,2014-04-17,2014-04-10,121992.0,128920.99,Team 1
P-33150,Landschaftsbau // Holzapfelallee,2014-09-14,2014-09-21,2014-09-23,43002.34,53935.99,Team 4
P-18772,Elektroarbeiten // Hoffmanngasse,2020-03-20,2020-05-08,2020-05-02,73118.96,73987.81,Team 1
P-93939,Landschaftsbau // Fröhlichstr.,2020-09-17,2020-10-07,2020-10-10,74441.12,117438.0,Team 4
P-37847,Landschaftsbau // Scheuermannring,2014-06-29,2014-07-29,2014-08-04,71704.63,86141.7,Team 3
P-68001,Ubahn // Peer-Gude-Platz,2020-12-10,2021-08-19,2021-07-19,412340.97,685798.14,Team 4
P-49490,Stadtpark // Juan-Söding-Ring,2019-12-05,2020-01-13,2019-12-26,165260.88,211617.43,Team 3
P-20127,Spielplatz // Ingeburg-Rogner-Platz,2016-12-05,2016-12-25,2016-12-27,29876.18,37432.61,Team 3
P-98817,Elektroarbeiten // Doreen-Pölitz-Platz,2017-07-25,2017-08-21,2017-08-21,92008.34,104998.53,Team 4
P-76298,Stadtpark // Grafgasse,2020-01-21,2020-01-31,2020-03-05,69634.5,111318.16,Team 2
P-28312,Ubahn // Gorlitzweg,2021-11-26,2022-01-09,2022-02-03,624693.18,832389.3,Team 2
P-17197,Stadtpark // Langernallee,2020-09-26,2020-10-08,2020-10-07,129502.38,143251.6,Team 4
P-50256,Landschaftsbau // Benderstraße,2015-05-31,2015-06-15,2015-06-15,114549.61,131144.39,Team 1
P-03317,Landschaftsbau // Jopichplatz,2020-07-03,2020-08-12,2020-08-13,51478.56,57158.27,Team 1
P-12924,Elektroarbeiten // Ira-Ritter-Straße,2020-01-28,2020-03-31,2020-05-04,155156.83,191456.68,Team 3
P-94377,Landschaftsbau // Kruschwitzstr.,2014-04-28,2014-06-02,2014-06-03,79907.8,104043.21,Team 4
P-58240,Baumbestand // Anne-Kathrin-Schleich-Gasse,2013-03-24,2013-04-05,2013-04-04,-13255.42,-16690.17,Team 4
P-48441,Elektroarbeiten // Heinz-Werner-Renner-Ring,2019-03-08,2019-04-02,2019-05-07,244127.7,349193.41,Team 3
P-95564,Stadtpark // Mohauptplatz,2018-01-12,2018-03-13,2018-05-12,172278.98,219041.37,Team 1
P-44619,Landschaftsbau // Kohlstr.,2021-01-01,2021-01-25,2021-01-23,42873.89,72462.37,Team 3
P-59824,Elektroarbeiten // Louis-Klingelhöfer-Straße,2021-08-08,2021-08-30,2021-08-22,159011.08,162759.12,Team 1
P-22690,Spielplatz // Ditschleringasse,2014-01-04,2014-02-06,2014-02-02,42903.88,42833.91,Team 1
P-92663,Landschaftsbau // Claus-Jopich-Allee,2014-01-29,2014-02-24,2014-02-23,56587.24,80667.6,Team 3
P-47450,Straßenbau // Wulfallee,2015-03-19,2015-08-05,2015-08-05,119111.04,115624.01,Team 1
P-88193,Baumbestand // Gotthardstr.,2014-01-06,2014-01-13,2014-02-15,45552.4,69441.74,Team 2
P-88540,Stadtpark // Eleonore-Ackermann-Weg,2019-10-02,2019-12-24,2019-12-07,195873.63,277350.63,Team 3
P-91120,Straßenbau // Seidelstr.,2018-06-07,2018-09-04,2018-09-07,191761.85,221104.81,Team 2
P-09060,Stadtpark // Schomberallee,2016-02-16,2016-04-18,2016-06-02,140415.87,145449.15,Team 1
P-87577,Stadtpark // Richard-Gröttner-Gasse,2015-09-24,2015-12-04,2016-01-17,115401.81,134032.57,Team 1
P-49550,Baumbestand // Heydrichweg,2018-05-11,2018-05-30,2018-06-04,77053.71,103320.29,Team 2
P-14224,Landschaftsbau // Rudolphring,2014-10-17,2014-11-18,2014-11-20,78199.12,72352.16,Team 4
P-69772,Spielplatz // Wernerplatz,2021-07-28,2021-09-23,2021-09-20,144531.91,155355.18,Team 1
P-56912,Elektroarbeiten // Pergandestr.,2022-01-24,2022-03-08,2022-04-19,63162.0,91945.47,Team 3
P-08907,Elektroarbeiten // Lübsstr.,2014-04-11,2014-06-06,2014-07-12,-8092.21,-11324.23,Team 3
P-57363,Ubahn // Södingstr.,2016-09-30,2017-04-14,2017-07-19,712489.12,828835.68,Team 1
P-52343,Ubahn // Luciano-Martin-Gasse,2018-08-31,2018-10-12,2019-01-21,468748.77,547424.86,Team 1
P-94927,Elektroarbeiten // Gehringerstr.,2014-11-16,2014-12-24,2014-12-23,151914.85,164730.94,Team 1
P-56515,Straßenbau // Kitzmannallee,2018-03-12,2018-05-31,2018-06-01,175434.73,194390.39,Team 3
P-69371,Spielplatz // Heidelore-Spieß-Gasse,2019-05-21,2019-06-26,2019-07-20,55957.97,77628.46,Team 2
P-89305,Straßenbau // Ayten-Seifert-Ring,2021-08-08,2021-09-30,2021-09-28,194298.74,211376.87,Team 1
P-00133,Straßenbau // Apostolos-Rogner-Platz,2020-03-31,2020-10-05,2020-10-06,72517.46,90322.12,Team 3
P-89949,Straßenbau // Jäntschstr.,2015-03-30,2015-06-18,2015-06-21,16380.62,17949.91,Team 1
P-86768,Straßenbau // Fritschring,2017-09-22,2018-01-09,2018-01-09,298712.86,372200.23,Team 3
P-08813,Stadtpark // Müllerweg,2021-04-09,2021-06-06,2021-06-05,215226.14,242733.96,Team 4
P-45393,Stadtpark // Weinhagering,2017-07-08,2017-09-17,2017-09-17,194599.08,231861.43,Team 4
P-13960,Stadtpark // Dehmelallee,2018-11-14,2018-11-18,2018-11-17,332476.55,440430.75,Team 2
P-99762,Landschaftsbau // Reinald-Käster-Platz,2019-01-20,2019-02-18,2019-03-19,103216.52,135839.23,Team 2
P-36930,Stadtpark // Fredi-Ziegert-Platz,2018-10-25,2018-11-20,2018-12-13,109769.01,119483.3,Team 1
P-31388,Spielplatz // Kristine-Thies-Weg,2018-04-13,2018-06-16,2018-06-15,95250.9,100434.33,Team 1
P-40316,Spielplatz // Meyerplatz,2014-11-20,2014-11-29,2014-11-29,91759.84,117992.33,Team 3
P-11893,Elektroarbeiten // Annerose-Peukert-Straße,2015-10-18,2015-10-21,2015-11-20,166387.4,215103.5,Team 3
P-44174,Elektroarbeiten // Warmerweg,2017-01-30,2017-04-17,2017-05-21,64184.87,73684.97,Team 3
P-26177,Spielplatz // Ann-Kathrin-Hübel-Platz,2016-07-21,2016-10-06,2016-10-05,45671.69,50795.16,Team 4
P-66340,Elektroarbeiten // Nils-Mude-Platz,2014-02-09,2014-03-16,2014-03-11,121096.19,134330.37,Team 1
P-13009,Stadtpark // Kasimir-Jüttner-Allee,2021-09-24,2021-10-25,2021-12-28,213259.05,241104.76,Team 1
P-51542,Stadtpark // Ortmannstraße,2021-10-09,2021-11-17,2021-11-17,205566.99,258539.62,Team 2
P-44617,Elektroarbeiten // Geza-Klingelhöfer-Weg,2021-03-12,2021-04-17,2021-04-06,84924.61,88612.72,Team 1
P-88456,Baumbestand // Pergandegasse,2014-10-15,2014-10-29,2014-11-02,57841.41,66175.81,Team 2
P-01751,Landschaftsbau // Friedo-Tintzmann-Weg,2015-11-12,2015-11-16,2015-11-22,1859.43,2346.94,Team 4
P-86140,Elektroarbeiten // Schleichweg,2021-06-25,2021-07-19,2021-07-17,112919.69,118941.31,Team 1
P-45241,Straßenbau // Balthasar-Werner-Gasse,2014-04-12,2014-10-05,2014-11-09,-41449.02,-55267.1,Team 4
P-01112,Elektroarbeiten // Jasmina-Röhrdanz-Straße,2015-10-04,2015-12-21,2015-12-24,101008.99,117656.46,Team 4
P-84137,Stadtpark // Sieringgasse,2020-12-16,2021-02-03,2021-04-22,76850.37,83747.61,Team 1
P-49357,Baumbestand // Weimerallee,2014-01-19,2014-01-22,2014-01-22,27267.23,35600.7,Team 1
P-00432,Landschaftsbau // Mareike-Knappe-Platz,2016-05-13,2016-06-12,2016-06-13,58801.56,64371.28,Team 1
P-81175,Baumbestand // Röhrichtplatz,2015-01-14,2015-01-15,2015-01-15,31126.11,35286.08,Team 4
P-95401,Ubahn // Karzring,2019-07-23,2020-01-04,2020-02-12,352603.61,394444.78,Team 3
P-13380,Ubahn // Hethurweg,2017-04-30,2017-05-05,2017-05-05,101364.16,125580.11,Team 2
P-94453,Baumbestand // Linkeallee,2014-04-05,2014-04-27,2014-04-30,9127.6,8852.48,Team 3
P-17726,Elektroarbeiten // Pergandering,2016-08-27,2016-11-15,2016-11-17,46572.12,74269.36,Team 2
P-16821,Stadtpark // Lorchring,2015-09-26,2015-11-27,2015-11-26,258544.32,243295.83,Team 4
P-10591,Stadtpark // Sauerweg,2014-01-29,2014-03-09,2014-03-08,104773.01,175459.65,Team 2
P-81494,Landschaftsbau // Krebsplatz,2021-01-18,2021-02-15,2021-02-15,105394.22,165095.46,Team 4
P-88928,Elektroarbeiten // Andree-Ladeck-Gasse,2018-09-11,2018-10-08,2018-10-10,126427.79,131795.16,Team 4
P-67912,Elektroarbeiten // Schollstr.,2020-11-05,2021-02-09,2021-02-13,139983.28,163415.5,Team 4
P-26214,Straßenbau // Ebertallee,2021-06-21,2021-09-02,2021-11-12,114367.7,184747.14,Team 4
P-64469,Baumbestand // Asta-Rosenow-Gasse,2019-07-12,2019-07-19,2019-07-19,30603.57,37006.87,Team 4
P-18794,Landschaftsbau // Veronika-Hettner-Allee,2019-07-09,2019-07-18,2019-07-24,118420.82,147645.29,Team 2
P-79010,Baumbestand // Hornigplatz,2018-09-11,2018-09-13,2018-09-16,79356.55,87079.2,Team 3
P-80668,Stadtpark // Adolf-Dörschner-Ring,2017-02-10,2017-04-14,2017-04-12,101199.06,95990.18,Team 4
P-81982,Elektroarbeiten // Kostolzinstr.,2019-04-27,2019-06-14,2019-06-08,53829.96,56169.48,Team 1
P-38827,Baumbestand // Radischallee,2013-04-11,2013-04-14,2013-04-16,72306.39,80782.56,Team 1
P-07715,Spielplatz // Drubingasse,2013-10-29,2014-01-07,2014-01-07,83832.47,109617.34,Team 3
P-64205,Ubahn // Riehlstr.,2021-10-13,2022-01-02,2022-06-21,283283.98,316718.54,Team 1
P-97198,Elektroarbeiten // Junkenallee,2013-11-03,2013-11-07,2013-11-11,149815.16,176446.1,Team 4
P-73711,Ubahn // Löchelweg,2013-12-16,2014-05-29,2014-06-22,868697.23,1026412.2,Team 3
P-56503,Elektroarbeiten // Jockelweg,2020-11-12,2020-12-31,2021-01-02,44084.18,46949.89,Team 4
P-35436,Landschaftsbau // Ida-Weitzel-Weg,2014-03-08,2014-03-26,2014-03-25,144132.18,148395.96,Team 1
P-02735,Straßenbau // Hoffmanngasse,2013-10-02,2013-12-31,2014-01-29,125906.8,146892.4,Team 2
P-22607,Straßenbau // Larissa-Schäfer-Gasse,2021-07-09,2021-08-24,2021-09-14,78944.8,117921.38,Team 4
P-75058,Baumbestand // Mangoldring,2019-07-14,2019-07-30,2019-08-03,86755.86,111820.49,Team 2
P-07238,Elektroarbeiten // Birnbaumstr.,2015-01-18,2015-03-08,2015-04-23,52019.52,64265.52,Team 3
P-99820,Stadtpark // Seifertweg,2021-12-05,2022-01-13,2022-01-12,114116.2,128803.28,Team 4
P-82625,Elektroarbeiten // Monica-Schleich-Allee,2013-07-29,2013-09-26,2013-09-25,95178.49,95600.49,Team 1
P-08245,Landschaftsbau // Felix-Aumann-Platz,2020-11-24,2020-12-25,2021-01-18,-11459.2,-15311.52,Team 2
P-10734,Ubahn // Jungferallee,2013-07-28,2013-12-03,2013-12-29,294585.48,351964.65,Team 3
P-23249,Baumbestand // Paul-Köhler-Allee,2013-09-18,2013-10-01,2013-10-02,73420.88,76081.76,Team 4
P-39250,Ubahn // Nohlmansstraße,2015-09-02,2016-02-19,2016-01-26,470831.32,826132.23,Team 4
P-54743,Elektroarbeiten // Arnulf-Gierschner-Straße,2020-08-08,2020-11-06,2020-12-23,86291.46,138085.45,Team 3
P-01910,Straßenbau // Gunter-Hellwig-Straße,2016-01-21,2016-04-12,2016-05-13,279114.17,395647.5,Team 4
P-74115,Straßenbau // Margit-Kobelt-Weg,2019-06-26,2019-11-01,2019-11-03,113603.0,115810.33,Team 3
P-49633,Landschaftsbau // Schwitalstraße,2013-04-24,2013-05-14,2013-05-16,42262.23,53486.67,Team 4
P-41506,Landschaftsbau // Aziz-Jäkel-Straße,2015-05-15,2015-06-13,2015-06-14,61620.46,68574.02,Team 1
P-90802,Stadtpark // Adelinde-Striebitz-Allee,2020-05-04,2020-07-16,2020-06-23,324237.73,331032.54,Team 3
P-89364,Ubahn // Stanislav-Zimmer-Ring,2015-09-16,2016-01-30,2016-03-14,535100.0,554753.92,Team 3
P-15314,Stadtpark // auch Schlauchinring,2020-02-11,2020-05-08,2020-06-06,204080.26,233843.07,Team 1
P-05186,Baumbestand // Trubstr.,2017-12-26,2018-01-02,2018-02-13,20349.97,27019.93,Team 2
P-17851,Ubahn // Blümelweg,2019-11-27,2020-07-08,2020-06-12,743707.64,1071426.61,Team 4
P-19036,Elektroarbeiten // Emmerich-Klemt-Straße,2021-02-17,2021-03-27,2021-03-27,167894.58,248823.54,Team 2
P-86147,Landschaftsbau // Bettina-Gunpf-Platz,2020-06-27,2020-07-29,2020-07-31,110878.35,111167.05,Team 1
P-44875,Elektroarbeiten // Margrafstraße,2013-07-28,2013-09-16,2013-09-16,144521.74,204243.57,Team 2
P-24689,Elektroarbeiten // Helma-Drewes-Platz,2015-12-25,2016-02-18,2016-03-27,62746.87,76293.36,Team 3
P-24738,Stadtpark // Peukertweg,2014-12-14,2015-01-24,2015-01-23,98458.69,118117.14,Team 4
P-53930,Stadtpark // Kästerring,2021-11-24,2021-12-08,2021-11-29,152405.12,222558.6,Team 3
P-07067,Spielplatz // Stilla-Wulf-Weg,2019-02-20,2019-04-04,2019-04-02,80609.79,74393.18,Team 1
P-93567,Landschaftsbau // Kriemhild-Barth-Straße,2019-07-13,2019-07-28,2019-07-28,34358.32,53770.3,Team 4
P-53319,Landschaftsbau // Weihmanngasse,2017-03-29,2017-04-12,2017-04-12,88846.1,99036.33,Team 1
P-41831,Ubahn // Siegrun-Kraushaar-Platz,2016-12-25,2017-04-20,2017-07-16,-3008.03,-3740.57,Team 1
P-40956,Straßenbau // Erol-Wesack-Straße,2016-08-30,2016-11-15,2016-11-19,158772.16,198195.87,Team 1
P-66167,Stadtpark // Ella-Süßebier-Weg,2017-08-23,2017-10-08,2017-10-06,258007.96,346564.18,Team 2
P-97113,Baumbestand // Gundula-Geisel-Platz,2021-12-08,2021-12-25,2021-12-24,58547.39,72201.55,Team 3
P-20409,Baumbestand // Anselm-Adler-Ring,2021-12-14,2021-12-20,2021-12-24,89112.91,106180.45,Team 3
P-40949,Baumbestand // Lisa-Gotthard-Platz,2020-08-02,2020-08-17,2020-08-20,60218.62,87784.65,Team 2
P-65098,Straßenbau // Heinz-Georg-Krause-Gasse,2013-12-06,2014-04-09,2014-04-14,241146.37,301562.66,Team 2
P-67090,Stadtpark // Evelyne-Boucsein-Weg,2020-10-04,2020-10-29,2020-10-07,168700.28,194594.24,Team 3
P-79151,Straßenbau // Zeynep-Bohlander-Straße,2021-01-17,2021-05-30,2021-05-31,249556.87,274330.79,Team 3
P-92273,Stadtpark // Röhrichtstr.,2019-05-03,2019-08-06,2019-08-06,85885.51,98994.42,Team 4
P-25165,Stadtpark // Krokerring,2016-07-28,2016-08-16,2016-08-16,63657.61,94977.82,Team 2
P-96964,Elektroarbeiten // Segebahnring,2020-05-10,2020-07-01,2020-08-17,57648.11,84532.63,Team 3
P-71686,Ubahn // Ursula-Schottin-Straße,2014-10-24,2014-12-25,2015-02-13,533999.52,575689.12,Team 3
P-21881,Baumbestand // Horniggasse,2018-05-06,2018-05-18,2018-05-19,65999.72,68912.02,Team 4
P-83967,Landschaftsbau // Geißlerweg,2018-02-14,2018-03-15,2018-03-18,53427.8,54709.26,Team 2
P-67105,Landschaftsbau // Vincenzo-Misicher-Gasse,2018-06-10,2018-07-06,2018-07-01,113807.05,135091.23,Team 2
P-54811,Straßenbau // Karzplatz,2018-05-13,2018-09-22,2018-09-21,415265.66,412439.72,Team 3
P-51754,Spielplatz // Schmidtkestr.,2020-09-15,2020-09-26,2020-10-02,21608.19,22313.27,Team 4
P-25703,Spielplatz // Hahngasse,2020-02-12,2020-04-19,2020-04-19,111955.15,125306.32,Team 3
P-00813,Baumbestand // Slawomir-Baum-Ring,2015-08-02,2015-08-13,2015-08-18,51553.67,50040.62,Team 3
P-72207,Spielplatz // Hans-Josef-Gotthard-Allee,2018-10-27,2018-11-18,2018-11-18,147808.67,155757.87,Team 1
P-16495,Ubahn // Agatha-Jacob-Allee,2021-06-30,2021-11-27,2022-01-20,523304.41,619489.18,Team 1
P-91586,Ubahn // Killerring,2021-06-12,2021-08-10,2022-01-25,155091.33,208851.43,Team 1
P-71301,Landschaftsbau // Schlosserring,2021-07-22,2021-08-13,2021-08-16,122979.11,117881.97,Team 4
P-44476,Spielplatz // Rörrichtstr.,2016-12-26,2017-01-29,2017-01-29,138336.85,168120.74,Team 3
P-76279,Landschaftsbau // Elvira-Liebelt-Gasse,2014-11-29,2014-12-17,2015-01-12,85781.99,95327.14,Team 2
P-42818,Elektroarbeiten // Horst-Dippel-Gasse,2014-09-14,2014-10-08,2014-11-04,138011.1,175953.73,Team 3
P-44998,Landschaftsbau // Leila-Jähn-Allee,2020-05-20,2020-06-07,2020-06-10,115105.16,194978.63,Team 4
P-18516,Straßenbau // Ansgar-Trupp-Ring,2016-05-31,2016-07-29,2016-07-31,106870.24,130833.97,Team 1
P-11455,Baumbestand // Kambsstraße,2015-09-12,2015-09-22,2015-09-19,32777.45,38717.77,Team 1
P-85430,Landschaftsbau // Constantin-Warmer-Platz,2014-06-20,2014-07-06,2014-07-11,126090.51,156366.9,Team 3
P-76033,Spielplatz // Immo-Hellwig-Straße,2019-08-17,2019-09-07,2019-09-30,115091.5,144766.75,Team 2
P-04862,Elektroarbeiten // Sabrina-Pohl-Weg,2016-08-01,2016-09-20,2016-11-05,103739.53,134372.76,Team 3
P-06943,Elektroarbeiten // Martina-Junk-Ring,2016-08-29,2016-10-03,2016-11-12,141085.81,193395.81,Team 3
P-83623,Ubahn // Krebsring,2016-07-25,2017-02-12,2017-03-15,862517.6,1195047.65,Team 2
P-09792,Baumbestand // Truppgasse,2013-04-28,2013-05-05,2013-05-06,77387.26,72391.16,Team 4
P-42892,Ubahn // Veronique-van der Dussen-Weg,2015-07-07,2016-01-08,2016-02-05,583957.67,696707.81,Team 1
P-25093,Baumbestand // Calogero-Rosenow-Ring,2016-10-13,2016-10-23,2016-10-30,72209.01,74803.88,Team 3
P-02019,Elektroarbeiten // Pamela-Kühnert-Ring,2017-09-12,2017-10-26,2017-10-23,68830.71,78629.22,Team 1
P-56739,Elektroarbeiten // Gusti-Etzold-Ring,2020-01-12,2020-02-03,2020-03-03,125962.67,193351.31,Team 2
P-97665,Ubahn // Paul-Schmidtke-Gasse,2017-07-20,2017-11-18,2017-12-10,454250.27,483293.09,Team 3
P-35125,Straßenbau // Imre-Heser-Straße,2017-12-02,2018-05-06,2018-05-11,227802.69,291440.7,Team 1
P-61152,Ubahn // Andrzej-Losekann-Gasse,2021-06-25,2021-10-12,2021-09-26,700867.62,903128.45,Team 1
P-70613,Baumbestand // Raymond-Hölzenbecher-Straße,2013-10-20,2013-10-30,2013-10-27,66312.69,66894.94,Team 4
P-16094,Ubahn // Hellwigweg,2020-10-19,2021-01-22,2021-01-01,75799.91,108503.56,Team 4
P-74390,Landschaftsbau // Thanelallee,2014-08-19,2014-09-07,2014-09-10,77386.14,100278.32,Team 2
P-76457,Straßenbau // Hornichring,2021-08-15,2021-11-03,2021-11-06,287487.54,277151.04,Team 2
P-13520,Baumbestand // Irene-Jäkel-Ring,2019-03-02,2019-03-12,2019-03-17,83522.31,85683.53,Team 1
P-70805,Ubahn // Pechelgasse,2018-04-17,2018-07-03,2018-08-29,889283.76,979484.68,Team 3
P-41561,Stadtpark // Zlatko-Binner-Straße,2017-08-17,2017-10-21,2017-10-20,49954.87,85442.71,Team 2
P-48888,Baumbestand // Weimerstr.,2018-07-09,2018-07-25,2018-07-29,74655.99,81970.72,Team 3
P-04332,Landschaftsbau // Abdul-Löchel-Platz,2016-12-02,2017-01-17,2017-02-18,71491.61,87305.41,Team 2
P-91210,Elektroarbeiten // Fred-Seifert-Gasse,2020-05-24,2020-07-19,2020-07-21,134102.0,183271.7,Team 2
P-99751,Ubahn // Isabella-Caspar-Allee,2013-12-23,2014-04-12,2014-04-13,52684.47,65685.04,Team 2
P-65794,Baumbestand // Wendegasse,2016-08-12,2016-08-12,2016-08-12,35231.94,38190.52,Team 1
P-77508,Ubahn // Hans-Hölzenbecher-Straße,2021-02-20,2021-06-15,2021-06-14,593635.92,744669.99,Team 2
P-86822,Ubahn // Gundolf-Hornig-Gasse,2013-07-09,2013-10-06,2014-01-29,693170.16,939554.27,Team 1
P-75800,Landschaftsbau // Ewa-Tschentscher-Platz,2013-06-16,2013-07-11,2013-07-10,137645.02,157067.31,Team 1
P-37528,Ubahn // Juliana-Tlustek-Allee,2017-03-10,2017-05-28,2017-06-22,45720.48,49316.54,Team 3
P-99607,Landschaftsbau // Tlustekplatz,2018-04-17,2018-04-29,2018-05-03,104416.73,137864.3,Team 4
P-60556,Elektroarbeiten // Koch IIplatz,2013-05-10,2013-06-06,2013-06-06,25453.39,30153.62,Team 2
P-29218,Baumbestand // Hertrampfplatz,2019-05-03,2019-05-09,2019-05-08,38252.64,41676.4,Team 4
P-00067,Spielplatz // Briemerplatz,2016-03-21,2016-04-11,2016-04-07,155284.52,168312.05,Team 1
P-48555,Landschaftsbau // Stiebitzplatz,2015-06-13,2015-07-19,2015-07-20,92389.11,125427.31,Team 4
P-89062,Elektroarbeiten // Leo-Gröttner-Weg,2021-11-26,2022-01-22,2022-01-15,105751.11,110550.15,Team 1
P-21615,Landschaftsbau // Killerstraße,2019-02-18,2019-03-21,2019-03-24,61794.37,78288.81,Team 2
P-42254,Stadtpark // Wiltrud-Fiebig-Straße,2018-01-15,2018-04-01,2018-04-01,226179.05,228307.25,Team 4
P-11021,Ubahn // Isabel-Jähn-Straße,2017-01-13,2017-02-18,2017-04-17,345212.15,354280.12,Team 3
P-01495,Baumbestand // Dietzstraße,2017-12-31,2018-01-12,2018-01-14,45742.52,50825.24,Team 1
P-34582,Baumbestand // Mühlering,2017-08-31,2017-09-22,2017-09-22,45969.63,44972.08,Team 4
P-43743,Straßenbau // Rolf-Peter-Gertz-Weg,2013-06-01,2013-07-09,2013-07-08,-35589.03,-40029.21,Team 3
P-56393,Elektroarbeiten // Ortmannstraße,2016-12-07,2017-02-01,2017-01-26,29225.23,33331.35,Team 1
P-69934,Elektroarbeiten // Tina-Karge-Allee,2018-03-11,2018-04-10,2018-05-24,131585.89,194205.66,Team 3
P-86339,Stadtpark // Wenke-Juncken-Straße,2017-02-15,2017-04-04,2017-03-18,111209.16,113102.55,Team 3
P-09274,Landschaftsbau // Recep-Junken-Straße,2021-01-04,2021-01-24,2021-01-25,137393.08,148833.2,Team 4
P-56083,Baumbestand // Henni-Dowerg-Ring,2018-12-09,2018-12-19,2019-01-25,83320.86,104775.78,Team 2
P-51394,Spielplatz // Klingelhöferstr.,2018-12-28,2019-01-30,2019-01-25,69590.51,75384.5,Team 1
P-67484,Stadtpark // Hans-Henning-Heuser-Straße,2020-12-18,2021-01-23,2021-03-02,253613.61,271518.72,Team 1
P-91068,Stadtpark // Lisette-van der Dussen-Straße,2016-11-21,2017-01-05,2017-02-02,249447.09,368518.53,Team 2
P-55982,Spielplatz // Klappstr.,2013-03-08,2013-05-04,2013-05-09,128002.54,146358.89,Team 4
P-14063,Straßenbau // Hentschelstr.,2019-08-05,2019-08-29,2019-10-27,186349.57,251284.35,Team 4
P-60514,Landschaftsbau // Kaulallee,2019-11-25,2019-12-01,2019-12-01,46684.67,76573.31,Team 4
P-57659,Landschaftsbau // Lorchallee,2019-12-17,2020-01-19,2020-01-20,97892.63,103785.16,Team 1
P-71789,Elektroarbeiten // Scheelstr.,2017-08-23,2017-10-17,2017-11-24,154344.68,205448.98,Team 3
P-43262,Landschaftsbau // Ortmanngasse,2017-02-13,2017-03-02,2017-03-04,121148.82,132227.79,Team 4
P-15473,Landschaftsbau // Luise-Seip-Ring,2016-09-07,2016-10-07,2016-10-06,30755.28,33754.45,Team 1
P-47750,Spielplatz // Leonie-Binner-Straße,2015-01-03,2015-01-30,2015-03-11,187396.39,191063.28,Team 2
P-63061,Elektroarbeiten // Reichmannstraße,2014-12-20,2015-03-14,2015-03-17,119066.44,131941.42,Team 4
P-91838,Ubahn // Silke-Müller-Platz,2017-08-28,2017-11-16,2017-11-18,196248.44,208704.99,Team 2
P-85857,Ubahn // Dietzstraße,2021-05-24,2021-06-25,2021-06-25,487082.2,552932.8,Team 2
P-05396,Landschaftsbau // Emilia-Rust-Ring,2015-08-19,2015-09-14,2015-09-12,70608.24,83035.95,Team 2
P-84583,Baumbestand // Ruppertallee,2018-03-07,2018-03-10,2018-03-09,-17951.65,-17784.05,Team 4
P-86677,Baumbestand // Linkeplatz,2014-12-30,2015-01-18,2015-01-19,29859.69,34179.94,Team 1
P-29887,Stadtpark // Textorgasse,2014-10-15,2014-11-30,2014-11-21,169980.89,213186.7,Team 3
P-51154,Elektroarbeiten // Junitzplatz,2014-02-21,2014-03-03,2014-03-28,168496.16,194294.35,Team 3
P-13032,Elektroarbeiten // Tschentscherplatz,2017-05-29,2017-07-17,2017-07-11,94119.89,93626.28,Team 1
P-28759,Baumbestand // Agatha-Zirme-Weg,2019-03-09,2019-03-22,2019-03-22,59610.64,59992.78,Team 3
P-97222,Ubahn // Simone-Lange-Gasse,2018-05-07,2018-08-07,2018-08-06,646836.98,958503.95,Team 2
P-76299,Elektroarbeiten // Rohlederstr.,2013-03-14,2013-05-09,2013-05-11,109205.26,142973.76,Team 2
P-52493,Spielplatz // Heini-Reuter-Weg,2020-06-05,2020-08-27,2020-08-30,86451.12,99922.68,Team 4
P-93082,Baumbestand // Hasso-Kusch-Gasse,2021-06-03,2021-06-16,2021-06-16,18690.86,19245.01,Team 4
P-44108,Elektroarbeiten // Salzstr.,2021-05-29,2021-07-08,2021-07-05,59237.57,66819.61,Team 1
P-22929,Elektroarbeiten // Malte-Weiß-Weg,2018-12-30,2019-02-20,2019-02-16,115593.16,120139.66,Team 1
P-78303,Stadtpark // Kitzmannstraße,2021-10-07,2021-11-17,2021-11-09,56796.08,74226.92,Team 3
P-54796,Elektroarbeiten // Tschentscherallee,2014-10-12,2014-12-01,2014-12-30,145124.49,161497.07,Team 3
P-41335,Ubahn // Beckmannring,2017-12-25,2018-03-04,2018-05-23,46713.68,58569.09,Team 1
P-86313,Straßenbau // Liebeltstraße,2017-04-06,2017-05-06,2017-05-06,179379.27,201198.64,Team 2
